seed method state_type dim total_cells perc_genes perc_cells flag ct_in_state adj.rsq max.rsq max.rsq_sub total_cells_can_occupy_state total_cells_occupy_state total_genes total_genes_in_state
8 NMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.119319228001163 0.118705985381575 0.0211387147366039 609 91 2527 1263
7 NMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.123226593434713 0.125394266998454 0.0252866677909581 597 89 2527 1263
9 NMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.122829025650883 0.124904167138969 0.0168291720453424 774 116 2527 1263
6 NMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.583068681587791 0.58396258900283 NA 36 25 2527 758
1 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.241449897116302 0.243268110230254 0.0317062711175454 291 87 2527 1263
10 NMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.120638700056718 0.122556605494908 0.0168728735870436 769 115 2527 1263
7 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.2429019401287 0.244737634350128 0.0116775830384773 597 179 2527 1263
6 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.214045554192747 0.215971089080486 NA 36 10 2527 1263
4 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.236070488460966 0.237745658660315 0.0263407867521694 261 78 2527 1263
5 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.246300355972396 0.247783294212677 0.0269722029460785 393 117 2527 1263
9 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.23590474388521 0.237516762736007 0.00799215669347098 774 232 2527 1263
3 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.225933936681748 0.227422901520247 0.0126650562600007 889 266 2527 1263
8 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.240813424474061 0.242499152595224 0.00884634192941774 609 182 2527 1263
10 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.23740688055119 0.239156432862383 0.0136663127546123 769 230 2527 1263
3 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.404345396131971 0.405293532746542 0.0173822749851928 889 444 2527 1263
2 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.383736651873237 0.384146824326184 0.0136485908712039 873 436 2527 1263
2 NMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.245813663084232 0.247540826462517 0.0084899087296432 873 261 2527 1263
7 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.393781123613192 0.394981250397441 0.00918975063142854 597 298 2527 1263
4 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.40444550779612 0.405872766175447 0.0375875713260893 261 130 2527 1263
9 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.408241011036094 0.409300533383526 0.008967573660738 774 387 2527 1263
6 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.346453533447108 0.348053010010782 NA 36 18 2527 1263
2 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.560185168225606 0.557119140868087 0.0156675982586785 873 611 2527 1263
1 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.568987020893922 0.569865193697984 0.0174928385516149 291 203 2527 1263
4 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.557682935351168 0.558478525890041 0.0213439579039652 261 182 2527 1263
6 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.581872215071003 0.582816274214164 NA 36 25 2527 1263
10 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.410031307853432 0.411368289543025 0.00891516835803812 769 384 2527 1263
1 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.387784073619464 0.389056569947626 0.0286341084703138 291 145 2527 1263
8 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.420226759559946 0.421544647565001 0.0114565146061154 609 304 2527 1263
5 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.564406804317933 0.559788148920323 0.0207994021699119 393 275 2527 1263
3 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.576161002274065 0.576568541721052 0.0316242431782833 889 622 2527 1263
5 NMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.411580471569283 0.412877904466387 0.0193898190320514 393 196 2527 1263
8 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.566206252944463 0.567038951559927 0.00874427370020122 609 426 2527 1263
10 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.577847206792083 0.578861585291779 0.0130109932895349 769 538 2527 1263
1 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.133993848305293 0.136081769385444 0.0479517029079125 291 43 2527 1768
9 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.573764896194487 0.574447701234815 0.0113510589836809 774 541 2527 1263
5 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.116660749967294 0.118740062562207 0.0284647143847872 393 58 2527 1768
4 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.109843398163253 0.112061427560411 0.0459627581971827 261 39 2527 1768
7 NMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.55401543895837 0.55490634903282 0.0107156131394605 597 417 2527 1263
2 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.114887345337841 0.116957170302924 0.0106632628541123 873 130 2527 1768
6 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.0479886052074393 0.0495580596657854 NA 36 5 2527 1768
3 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.124061623779603 0.125854561057445 0.0109598445413482 889 133 2527 1768
8 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.116648186652556 0.118667553132468 0.0132890934059791 609 91 2527 1768
9 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.122013356308698 0.122833690312972 0.0181281387001039 774 116 2527 1768
10 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.121475787896843 0.123433502097513 0.0112602893713006 769 115 2527 1768
2 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.233922401117127 0.235008974420592 0.0179278598749524 873 261 2527 1768
1 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.227808429147084 0.229339909724502 0.0279799436963801 291 87 2527 1768
3 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.242058720654453 0.242508422526685 0.0211195498956634 889 266 2527 1768
4 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.2363329961097 0.2380813227512 0.0356818499081631 261 78 2527 1768
5 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.231539985277072 0.233020533246941 0.0464276403514768 393 117 2527 1768
7 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.2339632759046 0.235527212889762 0.0292748568796181 597 179 2527 1768
6 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.0384930706953129 0.0386197782298445 NA 36 10 2527 1768
9 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.258993967400647 0.260626785114396 0.0158306417781473 774 232 2527 1768
7 NMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.11072621777132 0.11236397452609 0.0364933722528579 597 89 2527 1768
8 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.24312371814466 0.244437628462659 0.020116519971538 609 182 2527 1768
1 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.410077373695835 0.411414023800111 0.0352346240676507 291 145 2527 1768
3 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.413172643606364 0.413766781036063 0.0233342241370914 889 444 2527 1768
2 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.396796173826638 0.398226704900163 0.00879272834377329 873 436 2527 1768
5 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.3933208661691 0.39409328781643 0.0214334390875363 393 196 2527 1768
6 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.0926462312534171 0.0920527500705871 0.16552243883862 36 18 2527 1768
8 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.411204095968417 0.412619463340265 0.0134000643132616 609 304 2527 1768
4 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.400852038875061 0.402281636158245 0.0391337314166954 261 130 2527 1768
10 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.402866011853596 0.404181487726863 0.0180860201033648 769 384 2527 1768
7 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.417774368235651 0.419054758607797 0.027962602619128 597 298 2527 1768
1 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.568592801873812 0.569479772759615 0.0251492375644437 291 203 2527 1768
3 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.572310885832803 0.572615660102434 0.0384505895785242 889 622 2527 1768
4 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.547441616931916 0.548369749507489 0.0225985977016841 261 182 2527 1768
5 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.567746747169551 0.568483754754414 0.0200470834927794 393 275 2527 1768
10 NMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.239729588840427 0.239299285524188 0.0079246816052328 769 230 2527 1768
6 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.344205671449151 0.0398656064608339 NA 36 25 2527 1768
7 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.547699741251387 0.548246087490311 0.0172166378796173 597 417 2527 1768
8 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.576732542774694 0.57615120835254 0.0155593285048882 609 426 2527 1768
3 cNMF within_one_ct 105 40000 0.15 0.15 cts_100 all 0.0957600238828223 0.0897145674206935 0.155831363997185 889 133 2527 379
4 cNMF within_one_ct 105 40000 0.15 0.15 cts_100 all 0.0817284679588097 0.0833680240187918 0.0477872503611634 261 39 2527 379
1 cNMF within_one_ct 105 40000 0.15 0.15 cts_100 all 0.104923177290071 0.106690233210489 0.0777093118094905 291 43 2527 379
5 cNMF within_one_ct 105 40000 0.15 0.15 cts_100 all 0.139018948415816 0.140535449514679 0.0871266915289705 393 58 2527 379
9 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.573549260497492 0.574435623315142 0.0130368179683001 774 541 2527 1768
2 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.576542223735811 0.570194263226572 0.0471398818021854 873 611 2527 1768
5 NMF across_cts 105 40000 0.15 0.15 cts_100 all 0.000586526020328937 0.000325961860159873 0.000325961860159873 40052 6007 2527 379
10 NMF within_one_ct 105 40000 0.7 0.7 cts_100 all 0.569143960906991 0.570085802962153 0.0104086908833722 769 538 2527 1768
1 NMF across_cts 105 40000 0.15 0.15 cts_100 all 5.74130618908875e-05 0.000192880564302333 0.000192880564302333 40052 6007 2527 379
2 NMF across_cts 105 40000 0.15 0.15 cts_100 all 0.000229426312100323 0.000102312317132536 0.000102312317132536 40052 6007 2527 379
6 cNMF within_one_ct 105 40000 0.15 0.15 cts_100 all 0.00119141271075696 0.00316154086234177 0.570592292225806 36 5 2527 379
7 cNMF within_one_ct 105 40000 0.15 0.15 cts_100 all 0.109254255385202 0.11118167797845 0.0342711204775683 597 89 2527 379
8 cNMF within_one_ct 105 40000 0.15 0.15 cts_100 all 0.109241825986236 0.110752538208487 0.161441682265063 609 91 2527 379
10 cNMF within_one_ct 105 40000 0.15 0.15 cts_100 all 0.119217311381228 0.119917898087323 0.215915111504088 769 115 2527 379
3 NMF across_cts 105 40000 0.15 0.15 cts_100 all 0.0011916164449286 0.000263341640243664 0.000263341640243664 40052 6007 2527 379
4 NMF across_cts 105 40000 0.15 0.15 cts_100 all 0.000210922425803672 0.000157693976916895 0.000157693976916895 40052 6007 2527 379
1 cNMF within_one_ct 105 40000 0.15 0.3 cts_100 all 0.196591952141122 0.196424288944687 0.0958703312559967 291 87 2527 379
6 NMF across_cts 105 40000 0.15 0.15 cts_100 all 0.00243517622020284 0.000202471307214735 0.000202471307214735 40052 6007 2527 379
8 cNMF within_one_ct 105 40000 0.15 0.3 cts_100 all 0.212999967052691 0.214166640722971 0.0745156953478793 609 182 2527 379
9 cNMF within_one_ct 105 40000 0.15 0.3 cts_100 all 0.219350673642551 0.21968546204968 0.143977005842361 774 232 2527 379
9 NMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.403041838854422 0.401820109604286 0.0160408296972735 774 387 2527 1768
2 cNMF within_one_ct 105 40000 0.15 0.5 cts_100 all 0.396398984209785 0.397240732794496 0.122665667211986 873 436 2527 379
1 cNMF within_one_ct 105 40000 0.15 0.5 cts_100 all 0.347139613325754 0.346869442447856 0.0212632323144305 291 145 2527 379
4 cNMF within_one_ct 105 40000 0.15 0.5 cts_100 all 0.333864221769976 0.333674504012647 0.0350590263048583 261 130 2527 379
5 cNMF within_one_ct 105 40000 0.15 0.5 cts_100 all 0.345637397589758 0.345952980556499 0.0217879086976679 393 196 2527 379
6 cNMF within_one_ct 105 40000 0.15 0.5 cts_100 all -0.000799962220815686 0.000453366831769775 0.144425615185489 36 18 2527 379
7 cNMF within_one_ct 105 40000 0.15 0.5 cts_100 all 0.382486090772246 0.381564300911633 0.043786723483936 597 298 2527 379
8 cNMF within_one_ct 105 40000 0.15 0.5 cts_100 all 0.34937060137898 0.349791826399265 0.0225353394515677 609 304 2527 379
9 cNMF within_one_ct 105 40000 0.15 0.5 cts_100 all 0.37100787719332 0.371435144005914 0.122682965978023 774 387 2527 379
3 cNMF within_one_ct 105 40000 0.15 0.7 cts_100 all 0.390924558391378 0.375612908340525 0.0588741568448754 889 622 2527 379
6 cNMF within_one_ct 105 40000 0.15 0.7 cts_100 all -0.000736293255825027 0.000346655649457239 0.160169300057457 36 25 2527 379
7 cNMF within_one_ct 105 40000 0.15 0.7 cts_100 all 0.516961278285638 0.516505650919804 0.0171765983969351 597 417 2527 379
9 cNMF within_one_ct 105 40000 0.15 0.7 cts_100 all 0.527942165714611 0.527791613227101 0.0326281272797023 774 541 2527 379
5 cNMF within_one_ct 105 40000 0.15 0.7 cts_100 all 0.471033937073706 0.470741608117662 0.0391818382678018 393 275 2527 379
4 cNMF within_one_ct 105 40000 0.15 0.7 cts_100 all 0.483831766318188 0.483088332326441 0.0397053156783628 261 182 2527 379
10 cNMF within_one_ct 105 40000 0.15 0.7 cts_100 all 0.555628571388838 0.555333062404985 0.0662616159088978 769 538 2527 379
7 NMF across_cts 105 40000 0.15 0.15 cts_100 all 0.00143943643557387 0.000219497863786944 0.000219497863786944 40052 6007 2527 379
8 cNMF within_one_ct 105 40000 0.15 0.7 cts_100 all 0.560245414619344 0.559998123864623 0.0399036321533902 609 426 2527 379
1 cNMF within_one_ct 105 40000 0.3 0.15 cts_100 all 0.105670221343051 0.106689932802465 0.206245253244326 291 43 2527 758
3 cNMF within_one_ct 105 40000 0.3 0.15 cts_100 all 0.0796231623938743 0.0791730353709884 0.137148836973299 889 133 2527 758
9 cNMF within_one_ct 105 40000 0.3 0.15 cts_100 all 0.105757525066093 0.10652414481294 0.0326942105800462 774 116 2527 758
5 cNMF within_one_ct 105 40000 0.3 0.15 cts_100 all 0.110695026729059 0.112071693380924 0.0750986784222515 393 58 2527 758
6 cNMF within_one_ct 105 40000 0.3 0.15 cts_100 all -0.0016445642511278 0.000541638118597199 0.479653644286596 36 5 2527 758
7 cNMF within_one_ct 105 40000 0.3 0.15 cts_100 all 0.10773044606788 0.109255687252641 0.0814277309457517 597 89 2527 758
10 cNMF within_one_ct 105 40000 0.3 0.15 cts_100 all 0.0965528556464609 0.097537184196026 0.211073596895321 769 115 2527 758
1 cNMF within_one_ct 105 40000 0.3 0.3 cts_100 all 0.203983391746832 0.20453889261788 0.223157120345051 291 87 2527 758
8 cNMF within_one_ct 105 40000 0.3 0.15 cts_100 all 0.101936286263838 0.103527506822543 0.0330766015114744 609 91 2527 758
2 NMF across_cts 105 40000 0.15 0.3 cts_100 all 0.00132938290572671 0.000568718503350829 0.000568718503350829 40052 12015 2527 379
3 NMF across_cts 105 40000 0.15 0.3 cts_100 all 0.00163268016717533 0.000617669293158651 0.000617669293158651 40052 12015 2527 379
4 cNMF within_one_ct 105 40000 0.3 0.3 cts_100 all 0.197597734262563 0.198230823948168 0.0688154401913493 261 78 2527 758
8 NMF across_cts 105 40000 0.15 0.15 cts_100 all 0.00171396455263639 0.000117379422506336 0.000117379422506336 40052 6007 2527 379
5 cNMF within_one_ct 105 40000 0.3 0.3 cts_100 all 0.302316022623248 0.302983164601598 0.177281235049491 393 117 2527 758
2 cNMF within_one_ct 105 40000 0.3 0.3 cts_100 all 0.229931585505643 0.230122522260177 0.0896685671431563 873 261 2527 758
3 cNMF within_one_ct 105 40000 0.3 0.3 cts_100 all 0.202851504769598 0.197096069597561 0.111405292400095 889 266 2527 758
6 cNMF within_one_ct 105 40000 0.3 0.3 cts_100 all -0.00170507876513026 0.000158138467896141 NA 36 10 2527 758
7 cNMF within_one_ct 105 40000 0.3 0.3 cts_100 all 0.215019979595207 0.212918334835884 0.267016191189216 597 179 2527 758
9 NMF across_cts 105 40000 0.15 0.15 cts_100 all 0.00212060564681715 0.00117006950625287 0.00117006950625287 40052 6007 2527 379
9 cNMF within_one_ct 105 40000 0.3 0.3 cts_100 all 0.220734538574364 0.221977925070666 0.0306048153580177 774 232 2527 758
10 cNMF within_one_ct 105 40000 0.3 0.3 cts_100 all 0.21202539495525 0.207427841632987 0.0290877689235865 769 230 2527 758
1 cNMF within_one_ct 105 40000 0.3 0.5 cts_100 all 0.41315572520361 0.413479493286285 0.100718830420662 291 145 2527 758
4 cNMF within_one_ct 105 40000 0.3 0.5 cts_100 all 0.382089675381636 0.381573785504587 0.140304534972217 261 130 2527 758
2 cNMF within_one_ct 105 40000 0.3 0.5 cts_100 all 0.374753796194434 0.374750040819864 0.0365423347083916 873 436 2527 758
1 NMF across_cts 105 40000 0.15 0.3 cts_100 all 0.00239450899968452 0.000513298641110271 0.000513298641110271 40052 12015 2527 379
10 NMF across_cts 105 40000 0.15 0.15 cts_100 all -0.000111586911411887 0.000106826472426436 0.000106826472426436 40052 6007 2527 379
6 cNMF within_one_ct 105 40000 0.3 0.5 cts_100 all -0.00139793095209217 0.000301257696693646 0.157570521516955 36 18 2527 758
5 cNMF within_one_ct 105 40000 0.3 0.5 cts_100 all 0.392536748734969 0.392816707340044 0.0428074387530025 393 196 2527 758
7 cNMF within_one_ct 105 40000 0.3 0.5 cts_100 all 0.392177299602807 0.392793577677825 0.0715044541709657 597 298 2527 758
6 NMF across_cts 105 40000 0.15 0.3 cts_100 all 0.00143046713211203 0.00048371896724253 0.00048371896724253 40052 12015 2527 379
9 cNMF within_one_ct 105 40000 0.3 0.5 cts_100 all 0.370880882426756 0.371601643269558 0.0411188103677644 774 387 2527 758
8 cNMF within_one_ct 105 40000 0.3 0.5 cts_100 all 0.389792137985884 0.39030643240914 0.16572205843727 609 304 2527 758
3 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.506810595356019 0.498523965452228 0.129821940567289 889 622 2527 758
10 cNMF within_one_ct 105 40000 0.3 0.5 cts_100 all 0.372091331360975 0.37258095596478 0.0205970609189815 769 384 2527 758
2 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.557220509564963 0.557085823330105 0.0377374662910983 873 611 2527 758
1 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.569713366983653 0.569172978394211 0.163299434339683 291 203 2527 758
4 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.509489624112693 0.508747561617647 0.0791614188987329 261 182 2527 758
5 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.541081171272505 0.540540873183482 0.191646202870375 393 275 2527 758
6 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all -0.000717023448156828 0.000564307248832607 NA 36 25 2527 758
7 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.538912568325903 0.530071130836096 0.0271355936599897 597 417 2527 758
9 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.517085978328414 0.516997166384747 0.0613385410450745 774 541 2527 758
8 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.545502234293991 0.545232232293044 0.0250224178765781 609 426 2527 758
10 cNMF within_one_ct 105 40000 0.3 0.7 cts_100 all 0.508442503848191 0.507286225925424 0.0289721864116307 769 538 2527 758
2 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.11728183019996 0.118478908590207 0.061601943006147 873 130 2527 1263
1 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.148963173657788 0.150086739929162 0.168870439453844 291 43 2527 1263
5 NMF across_cts 105 40000 0.15 0.3 cts_100 all 0.000869185306798026 0.000111233351584583 0.000111233351584583 40052 12015 2527 379
3 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.0856027277794149 0.0826089944539661 0.104843538971009 889 133 2527 1263
4 NMF across_cts 105 40000 0.15 0.3 cts_100 all 0.00238895947395357 0.000121718953194905 0.000121718953194905 40052 12015 2527 379
5 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.118252629435566 0.119681817584732 0.0430230884933117 393 58 2527 1263
4 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.0827418591978794 0.0837956097354542 0.098335547592158 261 39 2527 1263
8 NMF across_cts 105 40000 0.15 0.3 cts_100 all 0.00304902717792499 0.000658515685972749 0.000658515685972749 40052 12015 2527 379
6 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all -0.00164367049916669 0.000145470549816729 NA 36 5 2527 1263
8 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.109981636655517 0.11165486078412 0.0270171886035979 609 91 2527 1263
7 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.127638261311334 0.129286324976549 0.0774223591269318 597 89 2527 1263
9 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.114512962158753 0.110590304600644 0.061263596297047 774 116 2527 1263
10 cNMF within_one_ct 105 40000 0.5 0.15 cts_100 all 0.0956045053216347 0.0942844925855072 0.179668084162275 769 115 2527 1263
1 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.218046415685572 0.218784199825945 0.0782521526321057 291 87 2527 1263
2 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.255874624690272 0.255909082174471 0.100058927199335 873 261 2527 1263
4 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.188415023808532 0.189127742556892 0.355221787294919 261 78 2527 1263
3 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.168070123568086 0.162679243302447 0.0759485899277351 889 266 2527 1263
8 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.239352387174095 0.239663630681972 0.397875782765125 609 182 2527 1263
5 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.30201741340912 0.302938976009809 0.167515337613293 393 117 2527 1263
9 NMF across_cts 105 40000 0.15 0.3 cts_100 all 0.00224969178924661 0.000284117734843159 0.000284117734843159 40052 12015 2527 379
9 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.369790951202745 0.367841575173585 0.0725913767048322 774 387 2527 1263
6 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all -0.00127765509165512 0.000334761200575961 NA 36 10 2527 1263
1 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.333816557872736 0.334476375650264 0.0711560489851495 291 145 2527 1263
8 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.520444937928461 0.519982065992268 0.128815589370492 609 426 2527 1263
9 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.528377088076088 0.527122236595896 0.04315510353358 774 541 2527 1263
7 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.205791462593782 0.207197735606004 0.158937491754546 597 179 2527 1263
4 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.32858148068317 0.328073972803121 0.323341070557236 261 130 2527 1263
10 NMF across_cts 105 40000 0.15 0.3 cts_100 all 0.00235541144962337 0.000377649197930374 0.000377649197930374 40052 12015 2527 379
9 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.211480962919049 0.212653126357974 0.0467647697612364 774 232 2527 1263
10 cNMF within_one_ct 105 40000 0.5 0.3 cts_100 all 0.228739227548161 0.227028847743394 0.0893982880052295 769 230 2527 1263
2 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.393597143252651 0.392494018477004 0.0349422538622201 873 436 2527 1263
8 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.397655951242088 0.3973917008466 0.117450955240219 609 304 2527 1263
7 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.364798994789271 0.364945597338066 0.0599257784455742 597 298 2527 1263
5 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.446456203067451 0.446919654142586 0.130150710535316 393 196 2527 1263
2 cNMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.228180886358668 0.227752619146007 0.0364313275170909 873 261 2527 1768
3 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.321015739963961 0.310600597584396 0.156448133190993 889 444 2527 1263
6 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.0285371095424704 0.0276985656673184 NA 36 18 2527 1263
3 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.475032694356585 0.437209399422493 0.189126747760023 889 622 2527 1263
1 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.589693551063757 0.588685816212589 0.190724886468204 291 203 2527 1263
5 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.555518755218994 0.555031203949009 0.0511258842881786 393 275 2527 1263
10 cNMF within_one_ct 105 40000 0.5 0.5 cts_100 all 0.371333288693278 0.371862921348631 0.152979834816292 769 384 2527 1263
7 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.479918296193421 0.478269784382256 0.0752988864055544 597 417 2527 1263
4 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.618567020206676 0.615767981725586 0.326732251576438 261 182 2527 1263
2 cNMF within_one_ct 105 40000 0.7 0.5 cts_100 all 0.368349341493298 0.3676478316523 0.100743211441684 873 436 2527 1768
2 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.549991685045101 0.549373410144384 0.0480600613911328 873 611 2527 1263
10 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all 0.508162204757862 0.497597135927707 0.273336556792298 769 538 2527 1263
4 cNMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.105326910104378 0.106905705047527 0.0693368859567048 261 39 2527 1768
6 cNMF within_one_ct 105 40000 0.7 0.5 cts_100 all -0.000728774293502044 0.000526992956320749 NA 36 18 2527 1768
5 cNMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.109183372925196 0.110627417588712 0.0455539862811083 393 58 2527 1768
6 cNMF within_one_ct 105 40000 0.5 0.7 cts_100 all -0.00024637540769934 0.000450184715160562 NA 36 25 2527 1263
9 cNMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.101461666990273 0.0997457077085877 0.101204365787599 774 116 2527 1768
1 cNMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.0969551079188294 0.0980866834355489 0.203287519928687 291 43 2527 1768
1 cNMF within_one_ct 105 40000 0.7 0.3 cts_100 all 0.18706286019486 0.176977293865165 0.0668704464580962 291 87 2527 1768
3 cNMF within_one_ct 105 40000 0.7 0.15 cts_100 all 0.0948533181572873 0.0944244143876443 0.167067126858462 889 133 2527 1768
1 NMF across_cts 105 40000 0.15 0.5 cts_100 all 0.0054644951299504 0.00194690281928123 0.00194690281928123 40052 20026 2527 379
